ItemNumber,Voice,Plausible/Implausible,Stimulus,OriginalSentence,EvType,agent,patient,sentence,verb
228,active,plausible,The minister saw the mailman.,The mailman saw the minister.,AAR,10.59605957,6.426488457,11.51594147,11.06352414
229,active,plausible,The composer begrudged the playwright.,The composer begrudged the playwright.,AAR,8.511376306,7.648263031,10.37556658,8.192570471
229,active,plausible,The playwright begrudged the composer.,The composer begrudged the playwright.,AAR,7.648263031,8.511376306,10.37556658,8.192570471
230,active,plausible,The songwriter envied the dramatist.,The songwriter envied the dramatist.,AAR,6.906754779,7.893572074,10.25180847,11.41657975
230,active,plausible,The dramatist envied the songwriter.,The songwriter envied the dramatist.,AAR,7.893572074,6.906754779,10.25180847,11.41657975
231,active,plausible,The dictator angered the residents.,The dictator angered the residents.,AAR,9.339173244,9.10786458,10.93169554,9.592059086
231,active,plausible,The residents angered the dictator.,The dictator angered the residents.,AAR,9.10786458,9.339173244,10.93169554,9.592059086
232,active,plausible,The despot enraged the townspeople.,The despot enraged the townspeople.,AAR,9.485468978,7.40731771,10.73506991,9.059168584
232,active,plausible,The townspeople enraged the despot.,The despot enraged the townspeople.,AAR,7.40731771,9.485468978,10.73506991,9.059168584
233,active,plausible,The missionary baffled the oracle.,The missionary baffled the oracle.,AAR,8.382518288,8.599510234,10.71130632,8.948585922
233,active,plausible,The oracle baffled the missionary.,The missionary baffled the oracle.,AAR,8.599510234,8.382518288,10.71130632,8.948585922
234,active,plausible,The evangelist mystified the soothsayer.,The evangelist mystified the soothsayer.,AAR,8.713910628,7.314552832,10.46400781,8.386400901
234,active,plausible,The soothsayer mystified the evangelist.,The evangelist mystified the soothsayer.,AAR,7.314552832,8.713910628,10.46400781,8.386400901
235,active,plausible,The trespasser choked the fighter.,The trespasser choked the fighter.,AAR,7.872836175,8.239065332,10.58428403,9.072571442
235,active,plausible,The fighter choked the trespasser.,The trespasser choked the fighter.,AAR,8.239065332,7.872836175,10.58428403,9.072571442
236,active,plausible,The encroacher strangled the warrior.,The encroacher strangled the warrior.,AAR,6.598509029,9.316590492,10.47794808,8.918382505
236,active,plausible,The warrior strangled the encroacher.,The encroacher strangled the warrior.,AAR,9.316590492,6.598509029,10.47794808,8.918382505
237,active,plausible,The broker introduced the donor.,The broker introduced the donor.,AAR,8.790269111,9.200290036,11.33786422,10.73796067
237,active,plausible,The donor introduced the broker.,The broker introduced the donor.,AAR,9.200290036,8.790269111,11.33786422,10.73796067
238,active,plausible,The dealer presented the sponsor.,The dealer presented the sponsor.,AAR,8.812992232,8.860499168,11.31190769,11.76513061
238,active,plausible,The sponsor presented the dealer.,The dealer presented the sponsor.,AAR,8.860499168,8.812992232,11.31190769,11.76513061
239,active,plausible,The shrink commended the dean.,The shrink commended the dean.,AAR,9.089527752,9.349841411,11.03169716,10.43643664
239,active,plausible,The dean commended the shrink.,The shrink commended the dean.,AAR,9.349841411,9.089527752,11.03169716,10.43643664
240,active,plausible,The psychiatrist applauded the provost.,The psychiatrist applauded the provost.,AAR,7.496097345,8.266164437,10.46566377,9.376532547
240,active,plausible,The provost applauded the psychiatrist.,The psychiatrist applauded the provost.,AAR,8.266164437,7.496097345,10.46566377,9.376532547
241,active,plausible,The refugee provoked the homeless person.,The refugee provoked the homeless person.,AAR,8.846640813,6.180016654,10.8976557,9.36091323
241,active,plausible,The homeless person provoked the refugee.,The refugee provoked the homeless person.,AAR,6.180016654,8.846640813,10.8976557,9.36091323
242,active,plausible,The asylum seeker goaded the vagrant.,The asylum seeker goaded the vagrant.,AAR,5.556828062,7.713784617,10.06044203,8.53503311
242,active,plausible,The vagrant goaded the asylum seeker.,The asylum seeker goaded the vagrant.,AAR,7.713784617,5.556828062,10.06044203,8.53503311
243,active,plausible,The interpreter swindled the messenger.,The interpreter swindled the messenger.,AAR,8.414274137,8.425954711,10.53449162,8.649623979
243,active,plausible,The messenger swindled the interpreter.,The interpreter swindled the messenger.,AAR,8.425954711,8.414274137,10.53449162,8.649623979
244,active,plausible,The translator deceived the courier.,The translator deceived the courier.,AAR,8.383433201,7.882692206,10.68500906,9.586788531
244,active,plausible,The courier deceived the translator.,The translator deceived the courier.,AAR,7.882692206,8.383433201,10.68500906,9.586788531
245,active,plausible,The gangster hated the governor.,The gangster hated the governor.,AAR,7.804251384,9.949034367,10.92355622,10.11127378
245,active,plausible,The governor hated the gangster.,The gangster hated the governor.,AAR,9.949034367,7.804251384,10.92355622,10.11127378
246,active,plausible,The hoodlum abhorred the chancellor.,The hoodlum abhorred the chancellor.,AAR,7.077498054,8.22389538,10.3927217,10.11649996
246,active,plausible,The chancellor abhorred the hoodlum.,The hoodlum abhorred the chancellor.,AAR,8.22389538,7.077498054,10.3927217,10.11649996
247,active,plausible,The planner convinced the customer.,The planner convinced the customer.,AAR,7.518607217,9.891465577,10.90799551,9.880065383
247,active,plausible,The customer convinced the planner.,The planner convinced the customer.,AAR,9.891465577,7.518607217,10.90799551,9.880065383
248,active,plausible,The organizer persuaded the buyer.,The organizer persuaded the buyer.,AAR,7.762170607,9.282288871,10.66541328,10.04168305
248,active,plausible,The buyer persuaded the organizer.,The organizer persuaded the buyer.,AAR,9.282288871,7.762170607,10.66541328,10.04168305
249,active,plausible,The wizard protected the gnome.,The wizard protected the gnome.,AAR,8.379309484,7.792348924,10.9315702,11.0935389
249,active,plausible,The gnome protected the wizard.,The wizard protected the gnome.,AAR,7.792348924,8.379309484,10.9315702,11.0935389
250,active,plausible,The sorcerer defended the dwarf.,The sorcerer defended the dwarf.,AAR,7.604894481,9.153558358,10.79344232,11.27301717
250,active,plausible,The dwarf defended the sorcerer.,The sorcerer defended the dwarf.,AAR,9.153558358,7.604894481,10.79344232,11.27301717
251,active,plausible,The runner encountered the co-worker.,The runner bumped into the co-worker.,AAR,8.274102002,0,9.217977646,9.79790479
251,active,plausible,The co-worker encountered the runner.,The runner bumped into the co-worker.,AAR,0,8.274102002,9.217977646,9.79790479
252,active,plausible,The jogger met the colleague.,The jogger ran into the colleague.,AAR,6.81563999,10.47344963,12.11666434,13.8005969
252,active,plausible,The colleague met the jogger.,The jogger ran into the colleague.,AAR,10.47344963,6.81563999,12.11666434,13.8005969
253,active,plausible,The student befuddled the professor.,The student befuddled the professor.,AAR,10.78033035,9.619797501,11.22167422,7.669961995
253,active,plausible,The professor befuddled the student.,The student befuddled the professor.,AAR,9.619797501,10.78033035,11.22167422,7.669961995
254,active,plausible,The scholar confused the lecturer.,The scholar confused the lecturer.,AAR,10.4443573,8.193953024,11.28713958,10.51319877
254,active,plausible,The lecturer confused the scholar.,The scholar confused the lecturer.,AAR,8.193953024,10.4443573,11.28713958,10.51319877
255,active,plausible,The invader spotted the sentry.,The invader spotted the sentry.,AAR,8.669055541,7.752335163,10.63900682,10.42504538
255,active,plausible,The sentry spotted the invader.,The invader spotted the sentry.,AAR,7.752335163,8.669055541,10.63900682,10.42504538
256,active,plausible,The intruder sighted the watchman.,The intruder sighted the watchman.,AAR,7.758760544,7.143617603,10.46632014,10.27062755
256,active,plausible,The watchman sighted the intruder.,The intruder sighted the watchman.,AAR,7.143617603,7.758760544,10.46632014,10.27062755
257,active,plausible,The supplier reimbursed the merchant.,The supplier reimbursed the merchant.,AAR,8.40178234,10.10928147,10.90239534,8.789964651
257,active,plausible,The merchant reimbursed the supplier.,The supplier reimbursed the merchant.,AAR,10.10928147,8.40178234,10.90239534,8.789964651
258,active,plausible,The wholesaler compensated the trader.,The wholesaler compensated the trader.,AAR,7.687538766,9.39938925,10.73644783,10.57359638
258,active,plausible,The trader compensated the wholesaler.,The wholesaler compensated the trader.,AAR,9.39938925,7.687538766,10.73644783,10.57359638
259,active,plausible,The accuser confronted the vandal.,The accuser confronted the vandal.,AAR,8.009695358,8.62299361,10.55661013,9.487820582
259,active,plausible,The vandal confronted the accuser.,The accuser confronted the vandal.,AAR,8.62299361,8.009695358,10.55661013,9.487820582
260,active,plausible,The plaintiff accosted the thug.,The plaintiff accosted the thug.,AAR,9.949320969,8.679141958,10.92437703,8.782783017
260,active,plausible,The thug accosted the plaintiff.,The plaintiff accosted the thug.,AAR,8.679141958,9.949320969,10.92437703,8.782783017
261,active,plausible,The trickster bemused the idiot.,The trickster bemused the idiot.,AAR,7.668093709,9.597030325,10.68792277,8.176110342
261,active,plausible,The idiot bemused the trickster.,The trickster bemused the idiot.,AAR,9.597030325,7.668093709,10.68792277,8.176110342
262,active,plausible,The swindler puzzled the fool.,The swindler puzzled the fool.,AAR,7.527793988,10.48111164,10.93283256,9.200290036
262,active,plausible,The fool puzzled the swindler.,The swindler puzzled the fool.,AAR,10.48111164,7.527793988,10.93283256,9.200290036
263,active,plausible,The protestor quoted the leader.,The protestor quoted the leader.,AAR,6.899723107,10.89142895,11.14162184,10.95187615
263,active,plausible,The leader quoted the protestor.,The protestor quoted the leader.,AAR,10.89142895,6.899723107,11.14162184,10.95187615
264,active,plausible,The striker cited the chief.,The striker cited the chief.,AAR,8.094378445,10.68304176,11.43132693,9.999751823
264,active,plausible,The chief cited the striker.,The striker cited the chief.,AAR,10.68304176,8.094378445,11.43132693,9.999751823
265,active,plausible,The postal worker repulsed the taxi-driver.,The postal worker repulsed the taxi-driver.,AAR,5.877735782,6.03787092,10.65382051,9.623442907
265,active,plausible,The taxi-driver repulsed the postal worker.,The postal worker repulsed the taxi-driver.,AAR,6.03787092,5.877735782,10.65382051,9.623442907
266,active,plausible,The letter carrier disgusted the cabbie.,The letter carrier disgusted the cabbie.,AAR,6.618738984,6.469250317,10.69304068,9.369649154
266,active,plausible,The cabbie disgusted the letter carrier.,The letter carrier disgusted the cabbie.,AAR,6.469250317,6.618738984,10.69304068,9.369649154
267,active,plausible,The competitor agitated the rival.,The competitor agitated his rival.,AAR,9.36048303,10.19125712,11.30773851,10.89380911
267,active,plausible,The rival agitated the competitor.,The competitor agitated his rival.,AAR,10.19125712,9.36048303,11.30773851,10.89380911
268,active,plausible,The contender flustered the opponent.,The contender flustered his opponent.,AAR,8.540714386,9.48425308,10.85229665,8.310906757
268,active,plausible,The opponent flustered the contender.,The contender flustered his opponent.,AAR,9.48425308,8.540714386,10.85229665,8.310906757
269,active,plausible,The officer alerted the authorities.,The officer alerted the authorities.,AAR,10.76728427,10.01623571,11.27414498,8.91650608
269,active,plausible,The authorities alerted the officer.,The officer alerted the authorities.,AAR,10.01623571,10.76728427,11.27414498,8.91650608
270,active,plausible,The deputy notified the higher-ups.,The deputy notified the higher-ups.,AAR,8.726643416,0,9.021157649,9.170247278
270,active,plausible,The higher-ups notified the deputy.,The deputy notified the higher-ups.,AAR,0,8.726643416,9.021157649,9.170247278
271,active,plausible,The culprit betrayed the hunter.,The culprit betrayed the hunter.,AAR,7.77317368,8.720950029,10.60230356,9.61460476
271,active,plausible,The hunter betrayed the culprit.,The culprit betrayed the hunter.,AAR,8.720950029,7.77317368,10.60230356,9.61460476
272,active,plausible,The perpetrator exposed the poacher.,The perpetrator ratted out the poacher.,AAR,7.822044008,7.228388452,10.63384359,11.18197396
272,active,plausible,The poacher exposed the perpetrator.,The perpetrator ratted out the poacher.,AAR,7.228388452,7.822044008,10.63384359,11.18197396
273,active,plausible,The botanist respected the partner.,The botanist respected the partner.,AAR,7.821643126,10.60296466,11.26396016,11.62928527
273,active,plausible,The partner respected the botanist.,The botanist respected the partner.,AAR,10.60296466,7.821643126,11.26396016,11.62928527
274,active,plausible,The flora specialist esteemed the collaborator.,The flora specialist esteemed the collaborator.,AAR,0,8.721765357,10.60487839,9.651172624
274,active,plausible,The collaborator esteemed the flora specialist.,The flora specialist esteemed the collaborator.,AAR,8.721765357,0,10.60487839,9.651172624
275,active,plausible,The pacifist placated the zealot.,The pacifist placated the zealot.,AAR,7.556427969,7.842278779,10.22961839,8.941021984
275,active,plausible,The zealot placated the pacifist.,The pacifist placated the zealot.,AAR,7.842278779,7.556427969,10.22961839,8.941021984
276,active,plausible,The peace-lover mollified the fanatic.,The peace-lover mollified the fanatic.,AAR,0,9.201198714,9.094039993,8.151909873
276,active,plausible,The fanatic mollified the peace-lover.,The peace-lover mollified the fanatic.,AAR,9.201198714,0,9.094039993,8.151909873
277,active,plausible,The scoundrel beat the protagonist.,The scoundrel beat the protagonist.,AAR,8.218247927,8.200562797,11.38332538,11.00418101
277,active,plausible,The protagonist beat the scoundrel.,The scoundrel beat the protagonist.,AAR,8.200562797,8.218247927,11.38332538,11.00418101
278,active,plausible,The rogue defeated the main character.,The rogue defeated the main character.,AAR,8.570733958,7.705262475,11.7757117,10.19208171
278,active,plausible,The main character defeated the rogue.,The rogue defeated the main character.,AAR,7.705262475,8.570733958,11.7757117,10.19208171
279,active,plausible,The sociologist accepted the offer.,The sociologist accepted the offer.,AI,7.595889918,11.26080357,11.62153831,11.38110689
279,active,implausible,The offer accepted the sociologist.,The sociologist accepted the offer.,AI,11.26080357,7.595889918,11.62153831,11.38110689
280,active,plausible,The boyfriend basted the turkey.,The boyfriend basted the turkey.,AI,7.06646697,8.830835366,10.36445372,10.9743346
280,active,implausible,The turkey basted the boyfriend.,The boyfriend basted the turkey.,AI,8.830835366,7.06646697,10.36445372,10.9743346
281,active,plausible,The caseworker posed the question.,The caseworker posed the question.,AI,6.246106765,11.42720416,10.93927051,10.31877097
281,active,implausible,The question posed the caseworker.,The caseworker posed the question.,AI,11.42720416,6.246106765,10.93927051,10.31877097
282,active,plausible,The ditch digger bent the wire.,The ditch digger bent the wire.,AI,6.455198563,10.36693851,11.13466786,9.883794919
282,active,implausible,The wire bent the ditch digger.,The ditch digger bent the wire.,AI,10.36693851,6.455198563,11.13466786,9.883794919
283,active,plausible,The box-office sold the tickets.,The box-office sold the tickets.,AI,0,7.811163385,9.741880712,11.40460502
283,active,implausible,The tickets sold the box-office.,The box-office sold the tickets.,AI,7.811163385,0,9.741880712,11.40460502
284,active,plausible,The uncle hung the ornament.,The uncle hung the ornament.,AI,10.20861654,9.933531674,12.01125548,10.42049404
284,active,implausible,The ornament hung the uncle.,The uncle hung the ornament.,AI,9.933531674,10.20861654,12.01125548,10.42049404
285,active,plausible,The attendant pressed the button.,The attendant pressed the button.,AI,8.104703468,9.815202638,11.03127544,11.82755371
285,active,implausible,The button pressed the attendant.,The attendant pressed the button.,AI,9.815202638,8.104703468,11.03127544,11.82755371
286,active,plausible,The bum stole the necklace.,The bum stole the necklace.,AI,10.95045561,7.797291274,11.42950087,8.906122331
286,active,implausible,The necklace stole the bum.,The bum stole the necklace.,AI,7.797291274,10.95045561,11.42950087,8.906122331
287,active,plausible,The potter molded the clay.,The potter molded the clay.,AI,9.235423152,10.2062922,11.1932416,9.888120075
287,active,implausible,The clay molded the potter.,The potter molded the clay.,AI,10.2062922,9.235423152,11.1932416,9.888120075
288,active,plausible,The guarantor initialed the form.,The guarantor initialed the form.,AI,7.270312886,12.96814403,11.22142338,11.00296613
288,active,implausible,The form initialed the guarantor.,The guarantor initialed the form.,AI,12.96814403,7.270312886,11.22142338,11.00296613
289,active,plausible,The couch-potato forgot the umbrella.,The couch-potato forgot the umbrella.,AI,4.875197323,8.452974619,11.14718571,9.6154054
289,active,implausible,The umbrella forgot the couch-potato.,The couch-potato forgot the umbrella.,AI,8.452974619,4.875197323,11.14718571,9.6154054
290,active,plausible,The groupie attended the concert.,The groupie attended the concert.,AI,6.276643489,10.23257545,10.8611727,10.95068373
290,active,implausible,The concert attended the groupie.,The groupie attended the concert.,AI,10.23257545,6.276643489,10.8611727,10.95068373
291,active,plausible,The hacker memorized the password.,The hacker memorized the password.,AI,7.297768283,7.6989362,10.22288097,11.52144904
291,active,implausible,The password memorized the hacker.,The hacker memorized the password.,AI,7.6989362,7.297768283,10.22288097,11.52144904
292,active,plausible,The marine packed the bag.,The marine packed the bag.,AI,9.184612223,11.16632814,11.43008711,10.7604316
292,active,implausible,The bag packed the marine.,The marine packed the bag.,AI,11.16632814,9.184612223,11.43008711,10.7604316
293,active,plausible,The counselor emphasized the rules.,The counselor emphasized the rules.,AI,8.349247801,10.12438859,11.24570794,9.877040903
293,active,implausible,The rules emphasized the counselor.,The counselor emphasized the rules.,AI,10.12438859,8.349247801,11.24570794,9.877040903
294,active,plausible,The seamstress ironed the shirt.,The seamstress ironed the shirt.,AI,7.275864601,9.704426672,10.59979122,11.31805348
294,active,implausible,The shirt ironed the seamstress.,The seamstress ironed the shirt.,AI,9.704426672,7.275864601,10.59979122,11.31805348
295,active,plausible,The confectioner sprinkled the sugar.,The confectioner sprinkled the sugar.,AI,7.763446389,10.48394185,10.89128136,8.976262256
295,active,implausible,The sugar sprinkled the confectioner.,The confectioner sprinkled the sugar.,AI,10.48394185,7.763446389,10.89128136,8.976262256
296,active,plausible,The voter sealed the envelope.,The voter sealed the envelope.,AI,9.302919553,8.310414994,10.985963,10.64623409
296,active,implausible,The envelope sealed the voter.,The voter sealed the envelope.,AI,8.310414994,9.302919553,10.985963,10.64623409
297,active,plausible,The fisherman emptied the trashcan.,The fisherman emptied the trashcan.,AI,7.530479995,5.986452005,9.998871425,9.648659817
297,active,implausible,The trashcan emptied the fisherman.,The fisherman emptied the trashcan.,AI,5.986452005,7.530479995,9.998871425,9.648659817
298,active,plausible,The cellist received the prize.,The cellist received the prize.,AI,6.945051064,9.632138041,11.21988029,11.04450458
298,active,implausible,The prize received the cellist.,The cellist received the prize.,AI,9.632138041,6.945051064,11.21988029,11.04450458
299,active,plausible,The cheapskate rated the service.,The cheapskate rated the service.,AI,6.289715571,11.34750822,10.92671943,11.26479738
299,active,implausible,The service rated the cheapskate.,The cheapskate rated the service.,AI,11.34750822,6.289715571,10.92671943,11.26479738
300,active,plausible,The schoolgirl borrowed the key.,The schoolgirl borrowed the key.,AI,7.333023014,10.91984079,11.02284151,9.677214108
300,active,implausible,The key borrowed the schoolgirl.,The schoolgirl borrowed the key.,AI,10.91984079,7.333023014,11.02284151,9.677214108
301,active,plausible,The bookworm recited the poem.,The bookworm recited the poem.,AI,7.162397497,10.28284822,10.85241032,10.46763591
301,active,implausible,The poem recited the bookworm.,The bookworm recited the poem.,AI,10.28284822,7.162397497,10.85241032,10.46763591
302,active,plausible,The diver recharged the battery.,The diver recharged the battery.,AI,11.53679823,8.714239144,11.20538786,8.251663924
302,active,implausible,The battery recharged the diver.,The diver recharged the battery.,AI,8.714239144,11.53679823,11.20538786,8.251663924
303,active,plausible,The poker player won the game.,The poker player won the game.,AI,6.244166901,10.84450992,11.59320996,11.76254735
303,active,implausible,The game won the poker player.,The poker player won the game.,AI,10.84450992,6.244166901,11.59320996,11.76254735
304,active,plausible,The copycat redecorated the apartment.,The copycat redecorated the apartment.,AI,6.761572769,8.762019954,10.2410984,7.73587032
304,active,implausible,The apartment redecorated the copycat.,The copycat redecorated the apartment.,AI,8.762019954,6.761572769,10.2410984,7.73587032
305,active,plausible,The winemaker uncorked the bottle.,The winemaker uncorked the bottle.,AI,6.549650742,9.750161533,10.44105314,7.687538766
305,active,implausible,The bottle uncorked the winemaker.,The winemaker uncorked the bottle.,AI,9.750161533,6.549650742,10.44105314,7.687538766
306,active,plausible,The laundress folded the clothes.,The laundress folded the clothes.,AI,7.291656209,9.729134165,10.76392275,10.38285347
306,active,implausible,The clothes folded the laundress.,The laundress folded the clothes.,AI,9.729134165,7.291656209,10.76392275,10.38285347
307,active,plausible,The travel-agent photocopied the passport.,The travel-agent photocopied the passport.,AI,5.872117789,7.967280179,10.74078171,7.035268599
307,active,implausible,The passport photocopied the travel-agent.,The travel-agent photocopied the passport.,AI,7.967280179,5.872117789,10.74078171,7.035268599
308,active,plausible,The exterminator filed the complaint.,The exterminator filed the complaint.,AI,7.303843225,9.855137292,11.17372797,10.83334583
308,active,implausible,The complaint filed the exterminator.,The exterminator filed the complaint.,AI,9.855137292,7.303843225,11.17372797,10.83334583
309,active,plausible,The minuteman loaded the gun.,The minuteman loaded the gun.,AI,5.880532986,11.56107733,10.85352294,10.34380487
309,active,implausible,The gun loaded the minuteman.,The minuteman loaded the gun.,AI,11.56107733,5.880532986,10.85352294,10.34380487
310,active,plausible,The bookseller calculated the profit.,The bookseller calculated the profit.,AI,7.696667082,11.16719046,11.40537836,10.81647283
310,active,implausible,The profit calculated the bookseller.,The bookseller calculated the profit.,AI,11.16719046,7.696667082,11.40537836,10.81647283
311,active,plausible,The count inherited the painting.,The count inherited the painting.,AI,13.15798532,9.599133946,11.93735645,9.99213925
311,active,implausible,The painting inherited the count.,The count inherited the painting.,AI,9.599133946,13.15798532,11.93735645,9.99213925
312,active,plausible,The groundskeeper changed the light bulb.,The groundskeeper changed the light bulb.,AI,5.973809612,6.37502482,11.19180924,11.69548866
312,active,implausible,The light bulb changed the groundskeeper.,The groundskeeper changed the light bulb.,AI,6.37502482,5.973809612,11.19180924,11.69548866
313,active,plausible,The marcher sang the anthem.,The marcher sang the anthem.,AI,8.099857911,8.892061626,11.53579818,11.1934362
313,active,implausible,The anthem sang the marcher.,The marcher sang the anthem.,AI,8.892061626,8.099857911,11.53579818,11.1934362
314,active,plausible,The deckhand unlocked the door.,The deckhand unlocked the door.,AI,6.642486801,11.01157151,10.73129252,8.637107288
314,active,implausible,The door unlocked the deckhand.,The deckhand unlocked the door.,AI,11.01157151,6.642486801,10.73129252,8.637107288
315,active,plausible,The supremacist established the fund.,The supremacist established the fund.,AI,6.03068526,11.72902829,11.50569376,11.05674584
315,active,implausible,The fund established the supremacist.,The supremacist established the fund.,AI,11.72902829,6.03068526,11.50569376,11.05674584
316,active,plausible,The house sitter watered the plant.,The house sitter watered the plant.,AI,5.036952602,11.69929714,11.2830874,12.41675488
316,active,implausible,The plant watered the house sitter.,The house sitter watered the plant.,AI,11.69929714,5.036952602,11.2830874,12.41675488
317,active,plausible,The interviewee wrinkled the suit.,The interviewee wrinkled the suit.,AI,6.610696045,10.88492912,10.82080595,8.897545599
317,active,implausible,The suit wrinkled the interviewee.,The interviewee wrinkled the suit.,AI,10.88492912,6.610696045,10.82080595,8.897545599
318,active,plausible,The cryptographer sent the letter.,The cryptographer sent the letter.,AI,6.084499413,11.21625646,11.80401404,12.22567918
318,active,implausible,The letter sent the cryptographer.,The cryptographer sent the letter.,AI,11.21625646,6.084499413,11.80401404,12.22567918
319,active,plausible,The bellboy erased the message.,The bellboy erased the message.,AI,6.666956792,9.93914423,10.55636896,9.746599797
319,active,implausible,The message erased the bellboy.,The bellboy erased the message.,AI,9.93914423,6.666956792,10.55636896,9.746599797
320,active,plausible,The forger shipped the package.,The forger shipped the package.,AI,9.100971835,8.896861744,10.89505174,11.52107219
320,active,implausible,The package shipped the forger.,The forger shipped the package.,AI,8.896861744,9.100971835,10.89505174,11.52107219
321,active,plausible,The crackhead smoked the pipe.,The crackhead smoked the pipe.,AI,5.484796933,10.85406376,10.64637879,10.29492135
321,active,implausible,The pipe smoked the crackhead.,The crackhead smoked the pipe.,AI,10.85406376,5.484796933,10.64637879,10.29492135
322,active,plausible,The manicurist rescheduled the appointment.,The manicurist rescheduled the appointment.,AI,6.398594935,9.700697947,10.20620147,7.032624261
322,active,implausible,The appointment rescheduled the manicurist.,The manicurist rescheduled the appointment.,AI,9.700697947,6.398594935,10.20620147,7.032624261
323,active,plausible,The charlatan burned the contract.,The charlatan burned the contract.,AI,8.576970395,11.49012756,11.68661602,11.03139971
323,active,implausible,The contract burned the charlatan.,The charlatan burned the contract.,AI,11.49012756,8.576970395,11.68661602,11.03139971
324,active,plausible,The tanner placed the order.,The tanner placed the order.,AI,8.265907334,11.50567927,11.57090991,11.82022632
324,active,implausible,The order placed the tanner.,The tanner placed the order.,AI,11.50567927,8.265907334,11.57090991,11.82022632
325,active,plausible,The archaeologist canceled the trip.,The archaeologist canceled the trip.,AI,7.461640392,11.77624312,11.23409805,10.259167
325,active,implausible,The trip canceled the archaeologist.,The archaeologist canceled the trip.,AI,11.77624312,7.461640392,11.23409805,10.259167
326,active,plausible,The Frenchman sliced the baguette.,The Frenchman sliced the baguette.,AI,6.008813185,7.117205503,9.894379283,8.390268498
326,active,implausible,The baguette sliced the Frenchman.,The Frenchman sliced the baguette.,AI,7.117205503,6.008813185,9.894379283,8.390268498
327,active,plausible,The producer cast the actress.,The producer cast the actress.,AAN,9.543521484,7.779466967,11.75358532,11.95130297
327,active,implausible,The actress cast the producer.,The producer cast the actress.,AAN,7.779466967,9.543521484,11.75358532,11.95130297
328,active,plausible,The babysitter punished the twins.,The babysitter punished the twins.,AAN,6.09356977,8.504310566,10.59147836,10.66279694
328,active,implausible,The twins punished the babysitter.,The babysitter punished the twins.,AAN,8.504310566,6.09356977,10.59147836,10.66279694
329,active,plausible,The exorcist vanquished the spirit.,The exorcist vanquished the spirit.,AAN,7.688913337,11.60271132,11.24972457,9.087381465
329,active,implausible,The spirit vanquished the exorcist.,The exorcist vanquished the spirit.,AAN,11.60271132,7.688913337,11.24972457,9.087381465
330,active,plausible,The barber shaved the old man.,The barber shaved the old man.,AAN,9.364433907,10.02818,11.77689535,9.023287641
330,active,implausible,The old man shaved the barber.,The barber shaved the old man.,AAN,10.02818,9.364433907,11.77689535,9.023287641
331,active,plausible,The paparazzi stalked the pop star.,The paparazzi stalked the pop star.,AAN,5.81711116,6.22059017,11.02513406,9.306286713
331,active,implausible,The pop star stalked the paparazzi.,The paparazzi stalked the pop star.,AAN,6.22059017,5.81711116,11.02513406,9.306286713
332,active,plausible,The brunette tipped the busboy.,The brunette tipped the busboy.,AAN,7.31521839,6.192362489,9.964464702,11.20054078
332,active,implausible,The busboy tipped the brunette.,The brunette tipped the busboy.,AAN,6.192362489,7.31521839,9.964464702,11.20054078
333,active,plausible,The roommate adopted the newborn.,The roommate adopted the newborn.,AAN,6.663132696,7.709308333,10.71155855,10.86765374
333,active,implausible,The newborn adopted the roommate.,The roommate adopted the newborn.,AAN,7.709308333,6.663132696,10.71155855,10.86765374
334,active,plausible,The cartoonist sketched the unicyclist.,The cartoonist sketched the unicyclist.,AAN,6.854354502,5.393627546,9.761446114,9.442007494
334,active,implausible,The unicyclist sketched the cartoonist.,The cartoonist sketched the unicyclist.,AAN,5.393627546,6.854354502,9.761446114,9.442007494
335,active,plausible,The streetwalker undercharged the seaman.,The streetwalker undercharged the seaman.,AAN,6.639875834,8.001689978,10.07431411,7.472500745
335,active,implausible,The seaman undercharged the streetwalker.,The streetwalker undercharged the seaman.,AAN,8.001689978,6.639875834,10.07431411,7.472500745
336,active,plausible,The urologist treated the widower.,The urologist treated the widower.,AAN,6.536691598,7.890582535,10.55985347,11.62791349
336,active,implausible,The widower treated the urologist.,The urologist treated the widower.,AAN,7.890582535,6.536691598,10.55985347,11.62791349
337,active,plausible,The jury acquitted the economist.,The jury acquitted the economist.,AAN,10.1412044,8.681350778,11.25551211,9.772923183
337,active,implausible,The economist acquitted the jury.,The jury acquitted the economist.,AAN,8.681350778,10.1412044,11.25551211,9.772923183
338,active,plausible,The freshman dodged the bully.,The freshman dodged the bully.,AAN,7.427738841,8.877939835,10.40358279,8.982058643
338,active,implausible,The bully dodged the freshman.,The freshman dodged the bully.,AAN,8.877939835,7.427738841,10.40358279,8.982058643
339,active,plausible,The nun reproached the hedonist.,The nun reproached the hedonist.,AAN,11.50428827,7.443078374,11.01512703,9.43771496
339,active,implausible,The hedonist reproached the nun.,The nun reproached the hedonist.,AAN,7.443078374,11.50428827,11.01512703,9.43771496
340,active,plausible,The librarian admonished the plagiarist.,The librarian admonished the plagiarist.,AAN,8.367532417,7.154615357,10.36606517,8.914222821
340,active,implausible,The plagiarist admonished the librarian.,The librarian admonished the plagiarist.,AAN,7.154615357,8.367532417,10.36606517,8.914222821
341,active,plausible,The colonel supervised the cadet.,The colonel supervised the cadet.,AAN,8.538171598,8.296297113,10.59096432,10.03451581
341,active,implausible,The cadet supervised the colonel.,The colonel supervised the cadet.,AAN,8.296297113,8.538171598,10.59096432,10.03451581
