ItemNumber,Voice,Plausible/Implausible,Stimulus,OriginalSentence,EvType,Subject,Object,Verb,Paired,is_globsem,in_olddata
471,Active,Plausible,The delivery missed the homeowner.,The homeowner was missed by the delivery guy.,AAR,delivery,homeowner,missed,False,True,False
472,Active,Plausible,The crusader backed the revolutionary.,The crusader backed the revolutionary.,AAR,crusader,revolutionary,backed,False,True,True
473,Active,Plausible,The locksmith cursed the burglar.,The locksmith cursed the burglar.,AAR,locksmith,burglar,cursed,False,True,True
474,Active,Plausible,The auctioneer heard the bidder.,The bidder was heard by the auctioneer.,AAR,auctioneer,bidder,heard,False,True,True
475,Active,Plausible,The Sherpa awakened the climber.,The Sherpa awakened the climber.,AAR,Sherpa,climber,awakened,False,True,True
476,Active,Plausible,The dog bit the cat.,The cat was bitten by the dog.,AAR,dog,cat,bit,False,True,True
477,Active,Plausible,The wench seduced the prince.,The wench seduced the prince.,AAR,wench,prince,seduced,False,True,True
478,Active,Plausible,The gallery ignored the art.,The art critic was ignored by the gallery owner.,AAR,gallery,art,ignored,False,True,False
479,Active,Plausible,The academic divorced the investment.,The academic divorced the investment banker.,AAR,academic,investment,divorced,False,True,False
480,Active,Plausible,The arbitrator evaluated the petitioner.,The arbitrator evaluated the petitioner.,AAR,arbitrator,petitioner,evaluated,False,True,True
481,Active,Plausible,The Finn raced the Spaniard.,The Spaniard was raced by the Finn.,AAR,Finn,Spaniard,raced,False,True,True
482,Active,Plausible,The conservator excited the commissioner.,The conservator excited the art commissioner.,AAR,conservator,commissioner,excited,False,True,False
483,Active,Plausible,The grandfather squeezed the grandson.,The grandson was squeezed by the grandfather.,AAR,grandfather,grandson,squeezed,False,True,True
484,Active,Plausible,The steelworker framed the machinist.,The steelworker framed the machinist.,AAR,steelworker,machinist,framed,False,True,True
485,Active,Plausible,The administrator asked the proctor.,The proctor was asked by the administrator.,AAR,administrator,proctor,asked,False,True,True
486,Active,Plausible,The astronomer plagiarized the geophysicist.,The geophysicist was plagiarized by the astronomer.,AAR,astronomer,geophysicist,plagiarized,False,True,True
487,Active,Plausible,The spiritual healed the acupuncturist.,The spiritual leader healed the acupuncturist.,AAR,spiritual,acupuncturist,healed,False,True,False
488,Active,Plausible,The sinner patted the heretic.,The sinner patted the heretic.,AAR,sinner,heretic,patted,False,True,True
489,Active,Plausible,The atheist judged the agnostic.,The atheist judged the agnostic.,AAR,atheist,agnostic,judged,False,True,True
490,Active,Plausible,The fugitive wounded the agent.,The FBI agent was wounded by the fugitive.,AAR,fugitive,agent,wounded,False,True,False
491,Active,Plausible,The passenger lashed at the steward.,The passenger lashed out at the steward.,AAR,passenger,the,lashed,False,True,False
492,Active,Plausible,The physiologist advised the zoologist.,The zoologist was advised by the physiologist.,AAR,physiologist,zoologist,advised,False,True,True
493,Active,Plausible,The teller listened to the branch.,The teller listened to the branch manager.,AAR,teller,the,listened,False,True,False
494,Active,Plausible,The motorcyclist tailgated the busdriver.,The bus driver was tailgated by the motorcyclist.,AAR,motorcyclist,busdriver,tailgated,False,True,False
495,Active,Plausible,The miner maddened the smith.,The miner maddened the smith.,AAR,miner,smith,maddened,False,True,True
496,Active,Plausible,The reception paged the doctor.,The doctor on-call was paged by the reception nurse.,AAR,reception,doctor,paged,False,True,False
497,Active,Plausible,The commuter poked the train.,The commuter poked the train conductor.,AAR,commuter,train,poked,False,True,False
498,Active,Plausible,The drug understood the gambler.,The gambler was understood by the drug addict.,AAR,drug,gambler,understood,False,True,False
499,Active,Plausible,The equestrian filmed the golfer.,The golfer was filmed by the equestrian.,AAR,equestrian,golfer,filmed,False,True,True
500,Active,Plausible,The salesman stopped the shopper.,The salesman stopped the shopper.,AAR,salesman,shopper,stopped,False,True,True
501,Active,Plausible,The coroner disliked the embalmer.,The embalmer was disliked by the coroner.,AAR,coroner,embalmer,disliked,False,True,True
502,Active,Plausible,The Australian wrestled the Russian.,The Australian wrestled the Russian.,AAR,Australian,Russian,wrestled,False,True,True
503,Active,Plausible,The storekeeper telephoned the optician.,The optician was telephoned by the storekeeper.,AAR,storekeeper,optician,telephoned,False,True,True
504,Active,Plausible,The solicitor dismissed the insider.,The insider was dismissed by the solicitor.,AAR,solicitor,insider,dismissed,False,True,True
505,Active,Plausible,The showman photographed the yodeler.,The yodeler was photographed by the showman.,AAR,showman,yodeler,photographed,False,True,True
506,Active,Plausible,The gastroenterologist diagnosed the ophthalmologist.,The gastroenterologist diagnosed the ophthalmologist.,AAR,gastroenterologist,ophthalmologist,diagnosed,False,True,True
507,Active,Plausible,The grouch isolated the psychopath.,The psychopath was isolated by the grouch.,AAR,grouch,psychopath,isolated,False,True,True
508,Active,Plausible,The invalid worried the oncologist.,The invalid worried the oncologist.,AAR,invalid,oncologist,worried,False,True,True
509,Active,Plausible,The shepherd stunned the rustler.,The rustler was stunned by the shepherd.,AAR,shepherd,rustler,stunned,False,True,True
510,Active,Plausible,The emperor ruined the usurper.,The emperor ruined the usurper.,AAR,emperor,usurper,ruined,False,True,True
511,Active,Plausible,The obstetrician derided the midwife.,The midwife was derided by the obstetrician.,AAR,obstetrician,midwife,derided,False,True,True
512,Active,Plausible,The reformer interviewed the propagandist.,The reformer interviewed the propagandist.,AAR,reformer,propagandist,interviewed,False,True,True
513,Active,Plausible,The waitress rejected the restaurateur.,The restaurateur was rejected by the waitress.,AAR,waitress,restaurateur,rejected,False,True,True
514,Active,Plausible,The Greek read about the Pole.,The Greek sang to the Pole.,AAR,Greek,the,read,False,True,False
515,Active,Plausible,The scavenger targeted the collector.,The collector was targeted by the scavenger.,AAR,scavenger,collector,targeted,False,True,True
516,Active,Plausible,The caregiver hurt the leper.,The caregiver hurt the leper.,AAR,caregiver,leper,hurt,False,True,True
517,Active,Plausible,The captain fought the ringleader.,The ringleader was fought by the captain.,AAR,captain,ringleader,fought,False,True,True
518,Active,Plausible,The taxpayer pacified the underwriter.,The taxpayer pacified the underwriter.,AAR,taxpayer,underwriter,pacified,False,True,True
519,Active,Plausible,The optimist exhausted the doomsayer.,The doomsayer was exhausted by the optimist.,AAR,optimist,doomsayer,exhausted,False,True,True
520,Active,Plausible,The mutineer victimized the henchman.,The mutineer victimized the henchman.,AAR,mutineer,henchman,victimized,False,True,True
521,Active,Plausible,The chiseler delighted the cabinetmaker.,The cabinetmaker was delighted by the chiseler.,AAR,chiseler,cabinetmaker,delighted,False,True,True
522,Active,Plausible,The renegade undermined the maverick.,The renegade undermined the maverick.,AAR,renegade,maverick,undermined,False,True,True
523,Active,Plausible,The newswoman bored the beautician.,The beautician was bored by the newswoman.,AAR,newswoman,beautician,bored,False,True,True
524,Active,Plausible,The paymaster encountered the sharpshooter.,The paymaster encountered the sharpshooter.,AAR,paymaster,sharpshooter,encountered,False,True,True
525,Active,Plausible,The telemarketer excused the typist.,The typist was excused by the telemarketer.,AAR,telemarketer,typist,excused,False,True,True
526,Active,Plausible,The wife despised the adulterer.,The wife despised the adulterer.,AAR,wife,adulterer,despised,False,True,True
527,Active,Plausible,The engineer quizzed the patent.,The patent lawyer was quizzed by the engineer.,AAR,engineer,patent,quizzed,False,True,False
528,Active,Plausible,The impostor escorted the commoner.,The impostor escorted the commoner.,AAR,impostor,commoner,escorted,False,True,True
529,Active,Plausible,The workaholic pitied the procrastinator.,The procrastinator was pitied by the workaholic.,AAR,workaholic,procrastinator,pitied,False,True,True
530,Active,Plausible,The racketeer haunted the victim.,The racketeer haunted the victim.,AAR,racketeer,victim,haunted,False,True,True
531,Active,Plausible,The traditionalist replaced the trendsetter.,The trendsetter was replaced by the traditionalist.,AAR,traditionalist,trendsetter,replaced,False,True,True
532,Active,Plausible,The respondent observed the juror.,The respondent observed the juror.,AAR,respondent,juror,observed,False,True,True
533,Active,Plausible,The heiress poisoned the millionnaire.,The millionaire was poisoned by the heiress.,AAR,heiress,millionnaire,poisoned,False,True,False
534,Active,Plausible,The poser jinxed the opportunist.,The poser jinxed the opportunist.,AAR,poser,opportunist,jinxed,False,True,True
535,Active,Plausible,The hostess enticed the butler.,The butler was enticed by the hostess.,AAR,hostess,butler,enticed,False,True,True
536,Active,Plausible,The choreographer touched the pianist.,The pianist was touched by the choreographer.,AAR,choreographer,pianist,touched,False,True,True
537,Active,Plausible,The survivor honored the signatory.,The survivor honored the signatory.,AAR,survivor,signatory,honored,False,True,True
538,Active,Plausible,The reverent remembered the coward.,The coward was remembered by the reverent.,AAR,reverent,coward,remembered,False,True,True
539,Active,Plausible,The mayor investigated the columnist.,The mayor investigated the columnist.,AAR,mayor,columnist,investigated,False,True,True
540,Active,Plausible,The client represented the exporter.,The exporter was represented by the client.,AAR,client,exporter,represented,False,True,True
541,Active,Plausible,The undergraduate amazed the postdoc.,The undergraduate amazed the postdoc.,AAR,undergraduate,postdoc,amazed,False,True,True
542,Active,Plausible,The security chastised the porter.,The porter was chastised by the security guard.,AAR,security,porter,chastised,False,True,False
543,Active,Plausible,The bodyguard described the suspect.,The bodyguard described the suspect.,AAR,bodyguard,suspect,described,False,True,True
544,Active,Plausible,The importer cheated the CEO.,The CEO was cheated by the importer.,AAR,importer,CEO,cheated,False,True,True
